day,date,sport,time,edző,klub
Hétfő,2025-03-31,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2025-04-02,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Kedd,2025-04-01,Pilates,07:00-08:00,Kárpáti Ildikó,allee
Csütörtök,2025-04-03,Pilates,07:00-08:00,Kárpáti Ildikó,allee
Kedd,2025-04-01,Funkcionális köredzés,09:00-10:00,Adamkó Szilvi,allee
Csütörtök,2025-04-03,Funkcionális köredzés,09:00-10:00,Adamkó Szilvi,allee
Péntek,2025-04-04,Funkcionális köredzés,09:00-10:00,Adamkó Szilvi,allee
Szombat,2025-04-05,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2025-04-05,Funkcionális köredzés,09:00-10:00,Serrano Gergő,allee
Hétfő,2025-03-31,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szerda,2025-04-02,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Péntek,2025-04-04,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2025-04-05,Cross Training,10:00-11:00,Serrano Gergő,allee
Szombat,2025-04-05,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-04-06,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-04-06,Cross Training,10:00-11:00,Jónás Gergely,allee
Vasárnap,2025-04-06,Pilates,10:00-11:00,Reitter Zsófia,allee
Hétfő,2025-03-31,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2025-04-01,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2025-04-02,gerinctorna,11:00-12:00,Dobos Fanny,allee
Csütörtök,2025-04-03,Senior torna,11:00-12:00,Béres Réka,allee
Csütörtök,2025-04-03,Stretching.,11:00-12:00,Kovács Laura,allee
Szombat,2025-04-05,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2025-04-06,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2025-04-06,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Hétfő,2025-03-31,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2025-04-01,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2025-04-02,Alakformáló,12:00-13:00,Dobos Fanny,allee
Csütörtök,2025-04-03,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2025-04-01,Alakformáló,16:00-17:00,Dobos Fanny,allee
Kedd,2025-04-01,Zumba,16:30-17:30,Oli Renáta,allee
Csütörtök,2025-04-03,Alakformáló,16:00-17:00,Dobos Fanny,allee
Hétfő,2025-03-31,Alakformáló,17:00-18:00,Szalma Borka,allee
Hétfő,2025-03-31,Cross Training,17:00-18:00,Kalamár Eszter,allee
Hétfő,2025-03-31,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Kedd,2025-04-01,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Kedd,2025-04-01,Cross Training,17:15-18:15,Kovács Anikó,allee
Kedd,2025-04-01,Pilates.,17:30-18:30,Oli Renáta,allee
Szerda,2025-04-02,Alakformáló,17:00-18:00,Vincze Kata,allee
Szerda,2025-04-02,Funkcionális köredzés,17:15-18:15,Gerő Luca,allee
Szerda,2025-04-02,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Csütörtök,2025-04-03,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Csütörtök,2025-04-03,Cross Training,17:15-18:15,Kovács Anikó,allee
Csütörtök,2025-04-03,Pilates.,17:30-18:30,Oli Renáta,allee
Péntek,2025-04-04,Alakformáló,17:00-18:00,Dobos Fanny,allee
Péntek,2025-04-04,Kezdő funkcionális köredzés ,17:00-18:00,Gerő Luca,allee
Péntek,2025-04-04,Zumba,17:30-18:30,Jámbor Bea,allee
Szombat,2025-04-05,Pilates,17:30-18:30,Reitter Zsófia,allee
Vasárnap,2025-04-06,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Hétfő,2025-03-31,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Hétfő,2025-03-31,DEEPWORK ,18:15-19:15,Kocsomba Nelli ,allee
Hétfő,2025-03-31,Yin  jóga,18:30-19:30,Kovács Rózsa ,allee
Kedd,2025-04-01,Alakformáló,18:00-19:00,Dobos Fanny,allee
Kedd,2025-04-01,TRX köredzés,18:15-19:15,Kovács Anikó,allee
Kedd,2025-04-01,Gerinctorna,18:30-19:30,Vincze Kata,allee
Szerda,2025-04-02,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Szerda,2025-04-02,DEEPWORK ,18:15-19:15,Kocsomba Nelli ,allee
Szerda,2025-04-02,Pilates,18:30-19:30,Gerő Luca,allee
Csütörtök,2025-04-03,Alakformáló,18:00-19:00,Dobos Fanny,allee
Csütörtök,2025-04-03,TRX köredzés,18:15-19:15,Kovács Anikó,allee
Csütörtök,2025-04-03,Gerinctorna,18:30-19:30,Vincze Kata,allee
Péntek,2025-04-04,Funkcionális köredzés,18:00-19:00,Mező Beatrix ,allee
Péntek,2025-04-04,Hot Iron I,18:00-19:00,Dobos Fanny,allee
Szombat,2025-04-05,Gerinctorna,18:30-19:30,Reitter Zsófia,allee
Vasárnap,2025-04-06,Alakformáló,18:00-19:00,Dobos Fanny,allee
Hétfő,2025-03-31,Zsírégető,19:00-20:00,Kalamár Eszter,allee
Hétfő,2025-03-31,Funkcionális köredzés,19:15-20:15,Vujicsity Viktória,allee
Hétfő,2025-03-31,Pilates.,19:30-20:30,Kovács Rózsa ,allee
Kedd,2025-04-01,Zsírégető,19:00-20:00,Paulovics Adrienn,allee
Kedd,2025-04-01,Funkcionális köredzés,19:15-20:15,Vujicsity Viktória,allee
Kedd,2025-04-01,Dinamikus jóga,19:30-20:30,Erdős Réka ,allee
Szerda,2025-04-02,Zsírégető,19:00-20:00,Kalamár Eszter,allee
Szerda,2025-04-02,Cross Training,19:15-20:15,Szentgyörgyi Lilien,allee
Csütörtök,2025-04-03,Zsírégető,19:00-20:00,Paulovics Adrienn,allee
Csütörtök,2025-04-03,Funkcionális köredzés,19:15-20:15,Sánta Stella,allee
Csütörtök,2025-04-03,Dinamikus jóga,19:30-20:30,Erdős Réka ,allee
Péntek,2025-04-04,Stretching,19:00-20:00,Dobos Fanny,allee
Hétfő,2025-03-31,Hot Iron I,20:00-21:00,Dobos Fanny,allee
Kedd,2025-04-01,Gerinctorna,20:00-21:00,Paulovics Adrienn,allee
Szerda,2025-04-02,Hot Iron I,20:00-21:00,Dobos Fanny,allee
Csütörtök,2025-04-03,Gerinctorna+stretching,20:00-21:00,Paulovics Adrienn,allee
Hétfő,2025-04-07,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2025-04-09,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Kedd,2025-04-08,Pilates,07:00-08:00,Oli Renáta,allee
Csütörtök,2025-04-10,Pilates,07:00-08:00,Kárpáti Ildikó,allee
Kedd,2025-04-08,Funkcionális köredzés,09:00-10:00,Adamkó Szilvi,allee
Csütörtök,2025-04-10,Funkcionális köredzés,09:00-10:00,Adamkó Szilvi,allee
Péntek,2025-04-11,Funkcionális köredzés,09:00-10:00,Adamkó Szilvi,allee
Szombat,2025-04-12,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2025-04-12,Funkcionális köredzés,09:00-10:00,Serrano Gergő,allee
Hétfő,2025-04-07,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szerda,2025-04-09,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Péntek,2025-04-11,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2025-04-12,Cross Training,10:00-11:00,Serrano Gergő,allee
Szombat,2025-04-12,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-04-13,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-04-13,Cross Training,10:00-11:00,Jónás Gergely,allee
Vasárnap,2025-04-13,Pilates,10:00-11:00,Reitter Zsófia,allee
Hétfő,2025-04-07,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2025-04-08,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2025-04-09,gerinctorna,11:00-12:00,Dobos Fanny,allee
Csütörtök,2025-04-10,Senior torna,11:00-12:00,Béres Réka,allee
Csütörtök,2025-04-10,Stretching.,11:00-12:00,Kovács Laura,allee
Péntek,2025-04-11,Gerinctorna,11:00-12:00,Kovács Laura,allee
Szombat,2025-04-12,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2025-04-13,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2025-04-13,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Hétfő,2025-04-07,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2025-04-08,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2025-04-09,Alakformáló,12:00-13:00,Dobos Fanny,allee
Csütörtök,2025-04-10,Alakformáló,12:00-13:00,Béres Réka,allee
Péntek,2025-04-11,Alakformáló,12:00-13:00,Kovács Laura,allee
Kedd,2025-04-08,Alakformáló,16:00-17:00,Dobos Fanny,allee
Kedd,2025-04-08,Zumba,16:30-17:30,Oli Renáta,allee
Csütörtök,2025-04-10,Alakformáló,16:00-17:00,Dobos Fanny,allee
Hétfő,2025-04-07,Alakformáló,17:00-18:00,Szalma Borka,allee
Hétfő,2025-04-07,Cross Training,17:00-18:00,Kalamár Eszter,allee
