day,date,sport,time,edző,klub
Hétfő,2024-11-18,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2024-11-20,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Hétfő,2024-11-18,Alakformáló,07:00-08:00,Szalma Borka,allee
Kedd,2024-11-19,Alakformáló,07:00-08:00,Némethy Panna ,allee
Kedd,2024-11-19,Pilates,07:00-08:00,Oli Renáta,allee
Kedd,2024-11-19,TRX köredzés,07:00-08:00,Sánta Stella,allee
Szerda,2024-11-20,Alakformáló,07:00-08:00,Szalma Borka,allee
Szerda,2024-11-20,Pilates&stretching,07:00-08:00,Némethy Panna ,allee
Csütörtök,2024-11-21,Gerinctorna,07:00-08:00,Palkó Roberta,allee
Péntek,2024-11-22,Alakformáló,07:00-08:00,Szalma Borka,allee
Péntek,2024-11-22,Pilates,07:00-08:00,Némethy Panna ,allee
Szerda,2024-11-20,Zsírégető,08:00-09:00,Némethy Panna ,allee
Péntek,2024-11-22,Zsírégető,08:00-09:00,Némethy Panna ,allee
Péntek,2024-11-22,Funkcionális köredzés,09:00-10:00,Némethy Panna ,allee
Szombat,2024-11-23,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2024-11-23,Funkcionális köredzés,09:00-10:00,Serrano Gergő,allee
Vasárnap,2024-11-24,Gerinctorna+stretching,09:00-10:00,Reitter Zsófia,allee
Hétfő,2024-11-18,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szerda,2024-11-20,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2024-11-23,Cross Training,10:00-11:00,Serrano Gergő,allee
Szombat,2024-11-23,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2024-11-24,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2024-11-24,Cross Training,10:00-11:00,Jónás Gergely,allee
Vasárnap,2024-11-24,Pilates,10:00-11:00,Reitter Zsófia,allee
Hétfő,2024-11-18,Senior torna,11:00-12:00,Béres Réka,allee
