day,date,sport,time,edző,klub
Kedd,2026-06-02,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2026-06-03,Stretching,06:30-07:30,Dán Vanda,allee
Csütörtök,2026-06-04,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Péntek,2026-06-05,TRX köredzés,06:30-07:30,Dán Vanda,allee
Kedd,2026-06-02,Pilates,07:00-08:00,Kárpáti Ildikó HU/EN,allee
Csütörtök,2026-06-04,Pilates,07:00-08:00,Kárpáti Ildikó HU/EN,allee
Péntek,2026-06-05,Alakformáló,07:30-08:30,Borbély Beatrix,allee
Szombat,2026-06-06,Alakformáló,09:00-10:00,Dobos Fanny HU/EN,allee
Szombat,2026-06-06,Funkcionális köredzés,09:00-10:00,Serrano Gergő HU/EN,allee
Hétfő,2026-06-01,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szerda,2026-06-03,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Péntek,2026-06-05,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szombat,2026-06-06,Cross Training,10:00-11:00,Serrano Gergő HU/EN,allee
Szombat,2026-06-06,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-07,Alakformáló,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-07,Pilates.,10:00-11:00,Reitter Zsófia,allee
Kedd,2026-06-02,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2026-06-03,Gerinctorna,11:00-12:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-04,Senior torna,11:00-12:00,Béres Réka,allee
Péntek,2026-06-05,Gerinctorna+stretching,11:00-12:00,Kovács Laura,allee
Szombat,2026-06-06,Stretching.,11:00-12:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-07,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2026-06-07,KORCE mobility+stability,11:00-12:00,Dobos Fanny HU/EN,allee
Hétfő,2026-06-01,Alakformáló,12:00-13:00,Kovács Laura,allee
Hétfő,2026-06-01,Funkcionális köredzés,12:00-13:00,Virág Vera,allee
Kedd,2026-06-02,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2026-06-03,Alakformáló,12:00-13:00,Dobos Fanny HU/EN,allee
Szerda,2026-06-03,Funkcionális köredzés,12:00-13:00,Virág Vera,allee
Csütörtök,2026-06-04,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2026-06-02,Alakformáló,16:00-17:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-04,Alakformáló,16:00-17:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-07,Funkcionális köredzés,16:30-17:30,Borbély Noémi HU/EN,allee
Hétfő,2026-06-01,Alakformáló,17:00-18:00,Nagy Vivien,allee
Hétfő,2026-06-01,Funkcionális köredzés,17:15-18:15,Virág Vera,allee
Hétfő,2026-06-01,Gerinctorna+stretching,17:30-18:30,Paulovics Adrienn,allee
Kedd,2026-06-02,Hot Iron I,17:00-18:00,Dobos Fanny HU/EN,allee
Kedd,2026-06-02,Cross Training,17:15-18:15,Virág Vera,allee
Kedd,2026-06-02,Pilates.,17:30-18:30,Nagy Vivien,allee
Szerda,2026-06-03,Alakformáló,17:00-18:00,Sándor Zsanett HU/EN,allee
Szerda,2026-06-03,Funkcionális köredzés,17:15-18:15,Virág Vera,allee
Szerda,2026-06-03,Gerinctorna+stretching,17:30-18:30,Paulovics Adrienn,allee
Csütörtök,2026-06-04,Hot Iron I,17:00-18:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-04,Cross Training,17:15-18:15,Virág Vera,allee
Csütörtök,2026-06-04,Pilates.,17:30-18:30,Nagy Vivien,allee
Péntek,2026-06-05,Alakformáló,17:00-18:00,Dobos Fanny HU/EN,allee
Péntek,2026-06-05,Zumba,17:30-18:30,Jámbor Bea,allee
Szombat,2026-06-06,Pilates.,17:30-18:30,Reitter Zsófia,allee
Vasárnap,2026-06-07,Hot Iron I,17:00-18:00,Dobos Fanny HU/EN,allee
Hétfő,2026-06-01,Zsírégető,18:00-19:00,Auer Bernadett,allee
Hétfő,2026-06-01,TRX köredzés,18:15-19:15,Vujicsity Viktória,allee
Hétfő,2026-06-01,Yin  jóga,18:30-19:30,Kovács Rózsa ,allee
Kedd,2026-06-02,Alakformáló,18:00-19:00,Dobos Fanny HU/EN,allee
Kedd,2026-06-02,Funkcionális köredzés,18:15-19:15,Vujicsity Viktória,allee
Kedd,2026-06-02,Gerinctorna.,18:30-19:30,Böröcz Anita,allee
Szerda,2026-06-03,Zsírégető,18:00-19:00,Ábrahám Zsanna,allee
Szerda,2026-06-03,TRX,18:15-19:15,Jónás Gergely,allee
Szerda,2026-06-03,DEEPWORK & BODYART ,18:30-19:30,Sándor Zsanett HU/EN,allee
Csütörtök,2026-06-04,Alakformáló,18:00-19:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-04,TRX köredzés,18:15-19:15,Sánta Stella HU/EN,allee
Csütörtök,2026-06-04,Gerinctorna.,18:30-19:30,Böröcz Anita,allee
Péntek,2026-06-05,Funkcionális köredzés,18:00-19:00,Vujicsity Viktória,allee
Péntek,2026-06-05,Hot Iron I,18:00-19:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-07,Alakformáló,18:00-19:00,Dobos Fanny HU/EN,allee
Hétfő,2026-06-01,Cardio Kick-box,19:00-20:00,Kalamár Eszter,allee
Hétfő,2026-06-01,Funkcionális köredzés,19:15-20:15,Vujicsity Viktória,allee
Hétfő,2026-06-01,Pilates.,19:30-20:30,Kovács Rózsa ,allee
Kedd,2026-06-02,Zsírégető,19:00-20:00,Ábrahám Zsanna,allee
Kedd,2026-06-02,TRX köredzés,19:15-20:15,Vujicsity Viktória,allee
Kedd,2026-06-02,Dinamikus jóga,19:30-20:30,Erdős Réka ,allee
Szerda,2026-06-03,Cardio Kick-box,19:00-20:00,Kalamár Eszter,allee
Szerda,2026-06-03,Cross Training,19:15-20:15,Jónás Gergely,allee
Szerda,2026-06-03,Gerinctorna,19:30-20:30,Virág Vera,allee
Csütörtök,2026-06-04,Zsírégető,19:00-20:00,Szabó Csenge,allee
Csütörtök,2026-06-04,Funkcionális köredzés,19:15-20:15,Sánta Stella HU/EN,allee
Csütörtök,2026-06-04,Dinamikus jóga,19:30-20:30,Erdős Réka ,allee
Péntek,2026-06-05,Stretching.,19:00-20:00,Dobos Fanny HU/EN,allee
Péntek,2026-06-05,TRX köredzés,19:00-20:00,Vujicsity Viktória,allee
Péntek,2026-06-05,Zsírégető,19:00-20:00,Bajnok Dávid,allee
Hétfő,2026-06-01,Hot Iron I,20:00-21:00,Dobos Fanny HU/EN,allee
Kedd,2026-06-02,Gerinctorna+stretching,20:00-21:00,Virág Vera,allee
Szerda,2026-06-03,Hot Iron I,20:00-21:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-04,Gerinctorna+stretching,20:00-21:00,Kovács Laura,allee
Kedd,2026-06-09,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2026-06-10,Stretching,06:30-07:30,Dán Vanda,allee
Csütörtök,2026-06-11,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Péntek,2026-06-12,TRX köredzés,06:30-07:30,Auer Bernadett,allee
Kedd,2026-06-09,Pilates,07:00-08:00,Oli Renáta,allee
Csütörtök,2026-06-11,Pilates,07:00-08:00,Oli Renáta,allee
Péntek,2026-06-12,Alakformáló,07:30-08:30,Auer Bernadett,allee
Szombat,2026-06-13,Alakformáló,09:00-10:00,Dobos Fanny HU/EN,allee
Szombat,2026-06-13,Funkcionális köredzés,09:00-10:00,Serrano Gergő HU/EN,allee
Hétfő,2026-06-08,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szerda,2026-06-10,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Péntek,2026-06-12,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szombat,2026-06-13,Cross Training,10:00-11:00,Serrano Gergő HU/EN,allee
Szombat,2026-06-13,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-14,Alakformáló,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-14,Pilates.,10:00-11:00,Reitter Zsófia,allee
Hétfő,2026-06-08,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2026-06-09,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2026-06-10,Gerinctorna,11:00-12:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-11,Senior torna,11:00-12:00,Béres Réka,allee
Péntek,2026-06-12,Gerinctorna+stretching,11:00-12:00,Kovács Laura,allee
Szombat,2026-06-13,Stretching.,11:00-12:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-06-14,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2026-06-14,KORCE mobility+stability,11:00-12:00,Dobos Fanny HU/EN,allee
Hétfő,2026-06-08,Alakformáló,12:00-13:00,Béres Réka,allee
Hétfő,2026-06-08,Funkcionális köredzés,12:00-13:00,Virág Vera,allee
Kedd,2026-06-09,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2026-06-10,Alakformáló,12:00-13:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-11,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2026-06-09,Alakformáló,16:00-17:00,Dobos Fanny HU/EN,allee
Kedd,2026-06-09,Zumba,16:30-17:30,Oli Renáta,allee
Csütörtök,2026-06-11,Alakformáló,16:00-17:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-06-11,Zumba,16:30-17:30,Oli Renáta,allee
Vasárnap,2026-06-14,Funkcionális köredzés,16:30-17:30,Virág Vera,allee
