day,date,sport,time,edző,klub
Hétfő,2024-12-09,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2024-12-11,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Hétfő,2024-12-09,Alakformáló,07:00-08:00,Szalma Borka,allee
Kedd,2024-12-10,Alakformáló,07:00-08:00,Némethy Panna ,allee
Kedd,2024-12-10,Pilates,07:00-08:00,Oli Renáta,allee
Szerda,2024-12-11,Alakformáló,07:00-08:00,Szalma Borka,allee
Csütörtök,2024-12-12,Pilates,07:00-08:00,Oli Renáta,allee
Péntek,2024-12-13,Alakformáló,07:00-08:00,Szalma Borka,allee
Péntek,2024-12-13,Pilates,07:00-08:00,Némethy Panna ,allee
Péntek,2024-12-13,Zsírégető,08:00-09:00,Némethy Panna ,allee
Péntek,2024-12-13,Funkcionális köredzés,09:00-10:00,Némethy Panna ,allee
Szombat,2024-12-14,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2024-12-14,Funkcionális köredzés,09:00-10:00,Serrano Gergő,allee
Vasárnap,2024-12-15,Gerinctorna+stretching,09:00-10:00,Reitter Zsófia,allee
Hétfő,2024-12-09,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szerda,2024-12-11,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Péntek,2024-12-13,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2024-12-14,Cross Training,10:00-11:00,Serrano Gergő,allee
Szombat,2024-12-14,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2024-12-15,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2024-12-15,Cross Training,10:00-11:00,Jónás Gergely,allee
Vasárnap,2024-12-15,Pilates,10:00-11:00,Reitter Zsófia,allee
Hétfő,2024-12-09,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2024-12-10,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2024-12-11,gerinctorna,11:00-12:00,Dobos Fanny,allee
Csütörtök,2024-12-12,Senior torna,11:00-12:00,Béres Réka,allee
Csütörtök,2024-12-12,Stretching.,11:00-12:00,Kovács Laura,allee
Péntek,2024-12-13,Gerinctorna,11:00-12:00,Kovács Laura,allee
Szombat,2024-12-14,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2024-12-15,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2024-12-15,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Hétfő,2024-12-09,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2024-12-10,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2024-12-11,Alakformáló,12:00-13:00,Dobos Fanny,allee
Csütörtök,2024-12-12,Alakformáló,12:00-13:00,Béres Réka,allee
Péntek,2024-12-13,Alakformáló,12:00-13:00,Kovács Laura,allee
Kedd,2024-12-10,Alakformáló,16:00-17:00,Dobos Fanny,allee
Kedd,2024-12-10,Zumba,16:30-17:30,Oli Renáta,allee
Csütörtök,2024-12-12,Alakformáló,16:00-17:00,Dobos Fanny,allee
Csütörtök,2024-12-12,Zumba,16:30-17:30,Oli Renáta,allee
Hétfő,2024-12-09,Alakformáló,17:00-18:00,Elek-Tóth Évi,allee
Hétfő,2024-12-09,Cross Training,17:00-18:00,Kalamár Eszter,allee
