day,date,sport,time,edző,klub
Kedd,2026-03-31,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2026-04-01,Stretching,06:30-07:30,Dán Vanda,allee
Csütörtök,2026-04-02,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Kedd,2026-03-31,Pilates,07:00-08:00,Kárpáti Ildikó HU/EN,allee
Csütörtök,2026-04-02,Pilates,07:00-08:00,Kárpáti Ildikó HU/EN,allee
Szombat,2026-04-04,Alakformáló,09:00-10:00,Dobos Fanny HU/EN,allee
Szombat,2026-04-04,Funkcionális köredzés,09:00-10:00,Serrano Gergő HU/EN,allee
Hétfő,2026-03-30,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szerda,2026-04-01,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Péntek,2026-04-03,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szombat,2026-04-04,Cross Training,10:00-11:00,Serrano Gergő HU/EN,allee
Szombat,2026-04-04,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-04-05,Alakformáló,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-04-05,Pilates.,10:00-11:00,Kárpáti Ildikó HU/EN,allee
Hétfő,2026-03-30,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2026-03-31,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2026-04-01,Gerinctorna,11:00-12:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-04-02,Senior torna,11:00-12:00,Dobos Fanny HU/EN,allee
Péntek,2026-04-03,Gerinctorna+stretching,11:00-12:00,Kovács Laura,allee
Szombat,2026-04-04,Stretching.,11:00-12:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-04-05,Funkcionális köredzés,11:00-12:00,Kárpáti Ildikó HU/EN,allee
Vasárnap,2026-04-05,KORCE mobility+stability,11:00-12:00,Dobos Fanny HU/EN,allee
Hétfő,2026-03-30,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2026-03-31,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2026-04-01,Alakformáló,12:00-13:00,Dobos Fanny HU/EN,allee
