day,date,sport,time,edző,klub
Hétfő,2025-06-16,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2025-06-18,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Péntek,2025-06-20,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Kedd,2025-06-17,Pilates.,07:00-08:00,Oli Renáta,allee
Csütörtök,2025-06-19,Pilates.,07:00-08:00,Oli Renáta,allee
Szombat,2025-06-21,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2025-06-21,Funkcionális köredzés,09:00-10:00,Serrano Gergő HU/EN,allee
Hétfő,2025-06-16,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szerda,2025-06-18,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Péntek,2025-06-20,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2025-06-21,Cross Training,10:00-11:00,Serrano Gergő HU/EN,allee
Szombat,2025-06-21,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-06-22,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-06-22,Cross Training,10:00-11:00,Jónás Gergely,allee
Vasárnap,2025-06-22,Pilates.,10:00-11:00,Reitter Zsófia,allee
Hétfő,2025-06-16,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2025-06-17,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2025-06-18,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Csütörtök,2025-06-19,Senior torna,11:00-12:00,Béres Réka,allee
Csütörtök,2025-06-19,Stretching.,11:00-12:00,Kovács Laura,allee
Péntek,2025-06-20,Gerinctorna.,11:00-12:00,Kovács Laura,allee
Szombat,2025-06-21,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2025-06-22,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2025-06-22,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Hétfő,2025-06-16,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2025-06-17,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2025-06-18,Alakformáló,12:00-13:00,Dobos Fanny,allee
Csütörtök,2025-06-19,Alakformáló,12:00-13:00,Béres Réka,allee
Péntek,2025-06-20,Alakformáló,12:00-13:00,Kovács Laura,allee
Kedd,2025-06-17,Alakformáló,16:00-17:00,Dobos Fanny,allee
Csütörtök,2025-06-19,Alakformáló,16:00-17:00,Dobos Fanny,allee
Hétfő,2025-06-16,Alakformáló,17:00-18:00,Szalma Borka,allee
Hétfő,2025-06-16,Cross Training,17:00-18:00,Kalamár Eszter,allee
Hétfő,2025-06-16,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Kedd,2025-06-17,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Kedd,2025-06-17,Cross Training,17:15-18:15,Kovács Anikó HU/EN,allee
Kedd,2025-06-17,Pilates.,17:30-18:30,Oli Renáta,allee
Szerda,2025-06-18,Alakformáló,17:00-18:00,Kalamár Eszter,allee
Szerda,2025-06-18,Funkcionális köredzés,17:15-18:15,Gerő Luca,allee
Szerda,2025-06-18,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Csütörtök,2025-06-19,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Csütörtök,2025-06-19,Cross Training,17:15-18:15,Kovács Anikó HU/EN,allee
Csütörtök,2025-06-19,Pilates.,17:30-18:30,Oli Renáta,allee
Péntek,2025-06-20,Alakformáló,17:00-18:00,Dobos Fanny,allee
Péntek,2025-06-20,Zumba,17:30-18:30,Jámbor Bea,allee
Szombat,2025-06-21,Pilates.,17:30-18:30,Reitter Zsófia,allee
Vasárnap,2025-06-22,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Hétfő,2025-06-16,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Hétfő,2025-06-16,DEEPWORK ,18:15-19:15,Kocsomba Nelli ,allee
Hétfő,2025-06-16,Yin  jóga,18:30-19:30,Kovács Rózsa ,allee
Kedd,2025-06-17,Alakformáló,18:00-19:00,Dobos Fanny,allee
Kedd,2025-06-17,TRX köredzés,18:15-19:15,Kovács Anikó HU/EN,allee
Kedd,2025-06-17,Gerinctorna.,18:30-19:30,Böröcz Anita,allee
Szerda,2025-06-18,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Szerda,2025-06-18,DEEPWORK ,18:15-19:15,Kocsomba Nelli ,allee
Szerda,2025-06-18,Pilates.,18:30-19:30,Gerő Luca,allee
Csütörtök,2025-06-19,Alakformáló,18:00-19:00,Dobos Fanny,allee
Csütörtök,2025-06-19,TRX köredzés,18:15-19:15,Kovács Anikó HU/EN,allee
Csütörtök,2025-06-19,Gerinctorna.,18:30-19:30,Böröcz Anita,allee
Péntek,2025-06-20,Funkcionális köredzés,18:00-19:00,Serrano Gergő HU/EN,allee
Péntek,2025-06-20,Hot Iron I,18:00-19:00,Dobos Fanny,allee
Vasárnap,2025-06-22,Alakformáló,18:00-19:00,Dobos Fanny,allee
Hétfő,2025-06-16,Zsírégető,19:00-20:00,Kalamár Eszter,allee
Hétfő,2025-06-16,Funkcionális köredzés,19:15-20:15,Sánta Stella HU/EN,allee
Hétfő,2025-06-16,Pilates.,19:30-20:30,Kovács Rózsa ,allee
Kedd,2025-06-17,Zsírégető,19:00-20:00,Paulovics Adrienn,allee
Kedd,2025-06-17,Funkcionális köredzés,19:15-20:15,Kovács Anikó HU/EN,allee
Kedd,2025-06-17,Dinamikus jóga,19:30-20:30,Erdős Réka ,allee
Szerda,2025-06-18,Zsírégető,19:00-20:00,Kalamár Eszter,allee
Szerda,2025-06-18,Cross Training,19:15-20:15,Sánta Stella HU/EN,allee
Csütörtök,2025-06-19,Zsírégető,19:00-20:00,Paulovics Adrienn,allee
Csütörtök,2025-06-19,Funkcionális köredzés,19:15-20:15,Sánta Stella HU/EN,allee
Csütörtök,2025-06-19,Dinamikus jóga,19:30-21:00,Erdős Réka ,allee
Péntek,2025-06-20,DEEPWORK ,19:00-20:00,Reitter Zsófia,allee
Péntek,2025-06-20,Kezdő dance step,19:00-20:00,Harnos Erika ,allee
Péntek,2025-06-20,Stretching.,19:00-20:00,Dobos Fanny,allee
