day,date,sport,time,edző,klub
Hétfő,2024-12-23,Alakformáló,07:00-08:00,Szalma Borka,allee
Péntek,2024-12-27,Alakformáló,07:00-08:00,Szalma Borka,allee
Péntek,2024-12-27,Pilates,07:00-08:00,Dobos Fanny,allee
Péntek,2024-12-27,Zsírégető,08:00-09:00,Dobos Fanny,allee
Szombat,2024-12-28,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2024-12-28,Funkcionális köredzés,09:00-10:00,Serrano Gergő,allee
Hétfő,2024-12-23,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Péntek,2024-12-27,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2024-12-28,Cross Training,10:00-11:00,Serrano Gergő,allee
Szombat,2024-12-28,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2024-12-29,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2024-12-29,Cross Training,10:00-11:00,Jónás Gergely,allee
Szombat,2024-12-28,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2024-12-29,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2024-12-29,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Péntek,2024-12-27,Full kondi,16:00-17:00,Gerő Luca,allee
Hétfő,2024-12-23,Alakformáló,17:00-18:00,Mező Beatrix ,allee
Hétfő,2024-12-23,Cross Training,17:00-18:00,Kalamár Eszter,allee
Hétfő,2024-12-23,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Péntek,2024-12-27,Alakformáló,17:00-18:00,Dobos Fanny,allee
Péntek,2024-12-27,Zumba,17:30-18:30,Jámbor Bea,allee
Vasárnap,2024-12-29,Cross Training,17:00-18:00,Csényi Fanni,allee
Vasárnap,2024-12-29,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Vasárnap,2024-12-29,Stretching,17:30-18:30,Kovács Laura,allee
Hétfő,2024-12-23,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Péntek,2024-12-27,Funkcionális köredzés,18:00-19:00,Vujicsity Viktória,allee
Péntek,2024-12-27,Hot Iron I,18:00-19:00,Dobos Fanny,allee
Vasárnap,2024-12-29,Alakformáló,18:00-19:00,Dobos Fanny,allee
Vasárnap,2024-12-29,TRX,18:00-19:00,Csényi Fanni,allee
Hétfő,2024-12-23,Zsírégető,19:00-20:00,Kalamár Eszter,allee
Hétfő,2024-12-23,Funkcionális köredzés,19:15-20:15,Vujicsity Viktória,allee
Hétfő,2024-12-23,Pilates.,19:30-20:30,Kovács Laura,allee
Péntek,2024-12-27,Stretching,19:00-20:00,Dobos Fanny,allee
Hétfő,2024-12-30,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Csütörtök,2025-01-02,Zsírégető,07:00-08:00,Borbély Beatrix,allee
Csütörtök,2025-01-02,Pilates,07:00-08:00,Oli Renáta,allee
Péntek,2025-01-03,Funkcionális köredzés,07:00-08:00,Csényi Fanni,allee
Szombat,2025-01-04,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2025-01-04,Funkcionális köredzés,09:00-10:00,Serrano Gergő,allee
Vasárnap,2025-01-05,Gerinctorna+stretching,09:00-10:00,Reitter Zsófia,allee
Hétfő,2024-12-30,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Kedd,2024-12-31,Alakformáló,10:00-11:00,Dobos Fanny,allee
Péntek,2025-01-03,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2025-01-04,Cross Training,10:00-11:00,Serrano Gergő,allee
Szombat,2025-01-04,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-01-05,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-01-05,Cross Training,10:00-11:00,Jónás Gergely,allee
Vasárnap,2025-01-05,Pilates,10:00-11:00,Reitter Zsófia,allee
Kedd,2024-12-31,Hot Iron I,11:00-12:00,Dobos Fanny,allee
Csütörtök,2025-01-02,Stretching.,11:00-12:00,Kovács Laura,allee
Péntek,2025-01-03,Gerinctorna,11:00-12:00,Kovács Laura,allee
Szombat,2025-01-04,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2025-01-05,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2025-01-05,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Péntek,2025-01-03,Alakformáló,12:00-13:00,Kovács Laura,allee
Csütörtök,2025-01-02,Alakformáló,16:00-17:00,Dobos Fanny,allee
Csütörtök,2025-01-02,Zumba,16:30-17:30,Oli Renáta,allee
Péntek,2025-01-03,Full kondi,16:00-17:00,Gerő Luca,allee
Hétfő,2024-12-30,Alakformáló,17:00-18:00,Kis Zsófi,allee
Hétfő,2024-12-30,Cross Training,17:00-18:00,Kalamár Eszter,allee
Hétfő,2024-12-30,Gerinctorna+stretching.,17:30-18:30,Dobos Fanny,allee
Csütörtök,2025-01-02,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Csütörtök,2025-01-02,Cross Training,17:15-18:15,Kovács Anikó,allee
Csütörtök,2025-01-02,Pilates.,17:30-18:30,Oli Renáta,allee
Péntek,2025-01-03,Alakformáló,17:00-18:00,Dobos Fanny,allee
Péntek,2025-01-03,Zumba,17:30-18:30,Jámbor Bea,allee
Szombat,2025-01-04,Zsírégető,17:00-18:00,Auer Bernadett,allee
Szombat,2025-01-04,Pilates,17:30-18:30,Reitter Zsófia,allee
Vasárnap,2025-01-05,Cross Training,17:00-18:00,Csényi Fanni,allee
Vasárnap,2025-01-05,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Vasárnap,2025-01-05,Stretching,17:30-18:30,Kovács Laura,allee
Hétfő,2024-12-30,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Csütörtök,2025-01-02,Alakformáló,18:00-19:00,Dobos Fanny,allee
Csütörtök,2025-01-02,TRX köredzés,18:15-19:15,Kovács Anikó,allee
Péntek,2025-01-03,Hot Iron I,18:00-19:00,Dobos Fanny,allee
Péntek,2025-01-03,Funkcionális köredzés,18:00-19:00,Vujicsity Viktória,allee
Szombat,2025-01-04,Funkcionális köredzés,18:00-19:00,Auer Bernadett,allee
Szombat,2025-01-04,Gerinctorna,18:30-19:30,Reitter Zsófia,allee
Vasárnap,2025-01-05,Alakformáló,18:00-19:00,Dobos Fanny,allee
Vasárnap,2025-01-05,TRX,18:00-19:00,Csényi Fanni,allee
Hétfő,2024-12-30,Zsírégető,19:00-20:00,Kalamár Eszter,allee
Hétfő,2024-12-30,Pilates.,19:30-20:30,Kovács Laura,allee
Csütörtök,2025-01-02,Zsírégető,19:00-20:00,Dobos Fanny,allee
Csütörtök,2025-01-02,Funkcionális köredzés,19:15-20:15,Sánta Stella,allee
Csütörtök,2025-01-02,Jóga,19:30-20:30,Palkó Roberta,allee
Péntek,2025-01-03,Stretching,19:00-20:00,Dobos Fanny,allee
Hétfő,2024-12-30,Hot Iron I,20:00-21:00,Dobos Fanny,allee
Péntek,2024-12-27,Cross Training,06:45-07:45,Kárpáti Ildikó,nyugati
Hétfő,2024-12-23,Alakformáló,07:00-08:00,Berki Betti ,nyugati
Hétfő,2024-12-23,Cross Training,07:15-08:15,Serrano Gergő,nyugati
Péntek,2024-12-27,TRX köredzés,07:45-08:45,Kárpáti Ildikó,nyugati
Péntek,2024-12-27,Pilates,08:00-09:00,Antal Laura ,nyugati
Szombat,2024-12-28,KRAV-MAGA,08:00-09:30,Sira Gyula,nyugati
Kedd,2024-12-24,Indoor Cycling ICG,09:30-10:30,Králik Eszter,nyugati
Péntek,2024-12-27,Flow jóga,09:00-10:00,Antal Laura ,nyugati
Szombat,2024-12-28,Alakformáló,09:00-10:00,Hodosi Tamás,nyugati
Szombat,2024-12-28,Funkcionális köredzés,09:00-10:00,Gerencsér Ágnes,nyugati
Szombat,2024-12-28,Dinamikus jóga,09:30-10:30,Erdős Réka ,nyugati
Vasárnap,2024-12-29,Indoor Cycling ICG,09:30-10:30,Králik Eszter,nyugati
Szombat,2024-12-28,Cross Training,10:00-11:00,Gerencsér Ágnes,nyugati
Szombat,2024-12-28,Giryafit,10:00-11:00,Fischer Gábor,nyugati
Szombat,2024-12-28,Pilates,10:30-11:30,Erdős Réka ,nyugati
Hétfő,2024-12-23,Pilates,11:00-12:00,Erdős Réka ,nyugati
Hétfő,2024-12-23,Dinamikus jóga,12:00-13:00,Erdős Réka ,nyugati
Kedd,2024-12-24,Funkcionális köredzés,12:15-13:15,Kalamár Eszter,nyugati
Vasárnap,2024-12-29,Pilates,15:45-16:45,Erdős Réka ,nyugati
Hétfő,2024-12-23,Zumba,16:45-17:45,Kovács Andrea,nyugati
Péntek,2024-12-27,Alakformáló,16:00-17:00,Kis Zsófi,nyugati
Vasárnap,2024-12-29,Stretching,16:45-17:45,Erdős Réka ,nyugati
Hétfő,2024-12-23,Alakformáló,17:00-18:00,Fazekas Éva,nyugati
Hétfő,2024-12-23,Indoor Cycling ICG,17:30-18:30,Csonka Anita ,nyugati
Hétfő,2024-12-23,Pilates,17:45-18:45,Erdős Réka ,nyugati
Péntek,2024-12-27,Hot Iron Cross,17:00-18:00,Radácsy Petra,nyugati
Péntek,2024-12-27,Indoor Cycling ICG,17:30-18:30,Králik Eszter,nyugati
Szombat,2024-12-28,Alakformáló,17:00-18:00,Angyal Mercédesz ,nyugati
Vasárnap,2024-12-29,Alakformáló,17:00-18:00,Böröcz Anita,nyugati
Vasárnap,2024-12-29,Jóga,17:45-18:45,Erdős Réka ,nyugati
Hétfő,2024-12-23,TRX köredzés,18:15-19:15,Serrano Gergő,nyugati
Hétfő,2024-12-23,Indoor Cycling ICG,18:30-19:30,Takács Henriett,nyugati
Hétfő,2024-12-23,Gerinctorna,18:45-19:45,Csonka Anita ,nyugati
Péntek,2024-12-27,Hot Iron I,18:00-19:00,Radácsy Petra,nyugati
Vasárnap,2024-12-29,Funkcionális köredzés,18:15-19:15,Hacskó Viktória,nyugati
Hétfő,2024-12-23,Alakformáló,19:00-20:00,Berki Betti ,nyugati
Hétfő,2024-12-23,Cross Training,19:15-20:15,Serrano Gergő,nyugati
Hétfő,2024-12-23,Indoor Cycling ICG,19:30-20:30,Szőcs Gabi,nyugati
Hétfő,2024-12-23,Flow jóga,19:45-20:45,Erdős Réka ,nyugati
Csütörtök,2025-01-02,KRAV-MAGA,06:00-07:30,Sira Gyula,nyugati
Péntek,2025-01-03,Cross Training,06:45-07:45,Kárpáti Ildikó,nyugati
Hétfő,2024-12-30,Cross Training,07:15-08:15,Serrano Gergő,nyugati
Hétfő,2024-12-30,Jóga,07:30-08:30,Antal Laura ,nyugati
Péntek,2025-01-03,Gerinctorna+stretching,07:00-08:00,Reitter Zsófia,nyugati
Péntek,2025-01-03,TRX köredzés,07:45-08:45,Kárpáti Ildikó,nyugati
Csütörtök,2025-01-02,Pilates,08:30-09:30,Gál Lilien ,nyugati
Péntek,2025-01-03,Pilates,08:00-09:00,Antal Laura ,nyugati
Szombat,2025-01-04,KRAV-MAGA,08:00-09:30,Sira Gyula,nyugati
Kedd,2024-12-31,Indoor Cycling ICG,09:30-10:30,Králik Eszter,nyugati
Csütörtök,2025-01-02,Hot Iron Cross,09:00-10:00,Dobos Fanny,nyugati
Péntek,2025-01-03,Flow jóga,09:00-10:00,Antal Laura ,nyugati
Szombat,2025-01-04,Alakformáló,09:00-10:00,Hodosi Tamás,nyugati
Szombat,2025-01-04,Funkcionális köredzés,09:00-10:00,Gerencsér Ágnes,nyugati
Vasárnap,2025-01-05,Indoor Cycling ICG,09:30-10:30,Králik Eszter,nyugati
Vasárnap,2025-01-05,Jóga,09:45-11:15,Palkó Roberta,nyugati
Kedd,2024-12-31,Hot Iron,10:00-11:00,Radácsy Petra,nyugati
Szombat,2025-01-04,Cross Training,10:00-11:00,Gerencsér Ágnes,nyugati
Szombat,2025-01-04,Giryafit,10:00-11:00,Fischer Gábor,nyugati
Szombat,2025-01-04,Dinamikus jóga,10:30-11:30,Erdős Réka ,nyugati
Vasárnap,2025-01-05,Zsírégető,10:00-11:00,Auer Bernadett,nyugati
Hétfő,2024-12-30,Pilates,11:00-12:00,Erdős Réka ,nyugati
Szombat,2025-01-04,Pilates,11:30-12:30,Erdős Réka ,nyugati
Vasárnap,2025-01-05,Funkcionális köredzés,11:00-12:00,Auer Bernadett,nyugati
Hétfő,2024-12-30,Dinamikus jóga,12:00-13:00,Erdős Réka ,nyugati
Kedd,2024-12-31,Funkcionális köredzés,12:15-13:15,Kalamár Eszter,nyugati
Csütörtök,2025-01-02,Funkcionális köredzés,12:15-13:15,Kalamár Eszter,nyugati
Péntek,2025-01-03,Hot Iron 1,12:00-13:00,Dobos Fanny,nyugati
Péntek,2025-01-03,Pilates.,15:00-16:00,Polányi Petra,nyugati
Vasárnap,2025-01-05,Pilates,15:45-16:45,Erdős Réka ,nyugati
Hétfő,2024-12-30,Pilates.,16:00-17:00,Polányi Petra,nyugati
Hétfő,2024-12-30,Zumba,16:45-17:45,Kovács Andrea,nyugati
Csütörtök,2025-01-02,Alakformáló,16:00-17:00,Gál Lilien ,nyugati
Csütörtök,2025-01-02,Gerinctorna+stretching,16:45-17:45,Kocsis Kata,nyugati
Péntek,2025-01-03,Alakformáló,16:00-17:00,Polányi Petra,nyugati
Péntek,2025-01-03,Kezdő TRX köredzés ,16:15-17:15,Gál Lilien ,nyugati
Péntek,2025-01-03,Jóga & Stretching,16:45-17:45,Macsári Dzsenifer ,nyugati
Vasárnap,2025-01-05,Stretching,16:45-17:45,Erdős Réka ,nyugati
Hétfő,2024-12-30,Alakformáló,17:00-18:00,Polányi Petra,nyugati
Hétfő,2024-12-30,Funkcionális köredzés,17:15-18:15,Balog Bíborka Bella ,nyugati
Hétfő,2024-12-30,Indoor Cycling ICG,17:30-18:30,Csonka Anita ,nyugati
Hétfő,2024-12-30,Pilates,17:45-18:45,Tornai Piroska,nyugati
Csütörtök,2025-01-02,Zsírégető,17:00-18:00,Recsnik Zsófia,nyugati
Csütörtök,2025-01-02,Cross Training,17:15-18:15,Ajanidisz Teodóra,nyugati
Csütörtök,2025-01-02,Pilates,17:45-18:45,Kocsis Kata,nyugati
Péntek,2025-01-03,Hot Iron Cross,17:00-18:00,Radácsy Petra,nyugati
Péntek,2025-01-03,Cross Training,17:15-18:30,Balog Bíborka Bella ,nyugati
Péntek,2025-01-03,Indoor Cycling ICG,17:30-18:30,Králik Eszter,nyugati
Péntek,2025-01-03,Gerinctorna,17:45-18:45,Böröcz Anita,nyugati
Szombat,2025-01-04,Alakformáló,17:00-18:00,Angyal Mercédesz ,nyugati
Vasárnap,2025-01-05,Alakformáló,17:00-18:00,Böröcz Anita,nyugati
Hétfő,2024-12-30,Hot Iron Cross,18:00-19:00,Radácsy Petra,nyugati
Hétfő,2024-12-30,TRX köredzés,18:15-19:15,Serrano Gergő,nyugati
Hétfő,2024-12-30,Indoor Cycling ICG,18:30-19:30,Takács Henriett,nyugati
Hétfő,2024-12-30,Gerinctorna,18:45-19:45,Csonka Anita ,nyugati
Csütörtök,2025-01-02,Giryafit,18:00-19:00,Fischer Gábor,nyugati
Csütörtök,2025-01-02,TRX köredzés,18:15-19:15,Ajanidisz Teodóra,nyugati
Csütörtök,2025-01-02,Jóga,18:45-19:45,Kovács Rózsa ,nyugati
Péntek,2025-01-03,Hot Iron I,18:00-19:00,Radácsy Petra,nyugati
Vasárnap,2025-01-05,Funkcionális köredzés,18:15-19:15,Keserű Dóri,nyugati
Hétfő,2024-12-30,Alakformáló,19:00-20:00,Tornai Piroska,nyugati
Hétfő,2024-12-30,Cross Training,19:15-20:15,Serrano Gergő,nyugati
Hétfő,2024-12-30,Indoor Cycling ICG,19:30-20:30,Szőcs Gabi,nyugati
Hétfő,2024-12-30,Flow jóga,19:45-20:45,Erdős Réka ,nyugati
Csütörtök,2025-01-02,Zsírégető,19:00-20:00,Borbély Beatrix,nyugati
Csütörtök,2025-01-02,Funkcionális köredzés,19:15-20:15,Böröcz Anita,nyugati
Csütörtök,2025-01-02,Pilates,19:45-20:45,Ajanidisz Teodóra,nyugati
