day,date,sport,time,edző,klub
Kedd,2025-09-02,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2025-09-03,Stretching,06:30-07:30,Dán Vanda,allee
Csütörtök,2025-09-04,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Kedd,2025-09-02,Pilates.,07:00-08:00,Oli Renáta,allee
Csütörtök,2025-09-04,Pilates.,07:00-08:00,Oli Renáta,allee
Szombat,2025-09-06,Alakformáló,09:00-10:00,Dobos Fanny,allee
Szombat,2025-09-06,Funkcionális köredzés,09:00-10:00,Serrano Gergő HU/EN,allee
Hétfő,2025-09-01,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szerda,2025-09-03,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Csütörtök,2025-09-04,Gerinctorna+stretching,10:00-11:00,Kovács Laura,allee
Péntek,2025-09-05,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Szombat,2025-09-06,Cross Training,10:00-11:00,Serrano Gergő HU/EN,allee
Szombat,2025-09-06,Hot Iron I,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-09-07,Alakformáló,10:00-11:00,Dobos Fanny,allee
Vasárnap,2025-09-07,Jóga,10:00-11:00,Szabó Júlia,allee
Hétfő,2025-09-01,Senior torna,11:00-12:00,Gyurkovics Anikó HU/EN,allee
Kedd,2025-09-02,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2025-09-03,Gerinctorna,11:00-12:00,Dobos Fanny,allee
Csütörtök,2025-09-04,Senior torna,11:00-12:00,Béres Réka,allee
Péntek,2025-09-05,Gerinctorna.,11:00-12:00,Kovács Laura,allee
Szombat,2025-09-06,Stretching.,11:00-12:00,Dobos Fanny,allee
Vasárnap,2025-09-07,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2025-09-07,KORCE mobility+stability,11:00-12:00,Dobos Fanny,allee
Hétfő,2025-09-01,Alakformáló,12:00-13:00,Gyurkovics Anikó HU/EN,allee
Kedd,2025-09-02,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2025-09-03,Alakformáló,12:00-13:00,Dobos Fanny,allee
Csütörtök,2025-09-04,Alakformáló,12:00-13:00,Béres Réka,allee
Péntek,2025-09-05,Alakformáló,12:00-13:00,Kovács Laura,allee
Kedd,2025-09-02,Alakformáló,16:00-17:00,Dobos Fanny,allee
Kedd,2025-09-02,Zumba,16:30-17:30,Oli Renáta,allee
Csütörtök,2025-09-04,Alakformáló,16:00-17:00,Dobos Fanny,allee
Csütörtök,2025-09-04,Zumba,16:30-17:30,Oli Renáta,allee
Hétfő,2025-09-01,Alakformáló,17:00-18:00,Szalma Borka,allee
Hétfő,2025-09-01,Cross Training,17:00-18:00,Kalamár Eszter,allee
Hétfő,2025-09-01,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Kedd,2025-09-02,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Kedd,2025-09-02,Cross Training,17:15-18:15,Auer Bernadett,allee
Kedd,2025-09-02,Pilates.,17:30-18:30,Oli Renáta,allee
Szerda,2025-09-03,Alakformáló,17:00-18:00,Kalamár Eszter,allee
Szerda,2025-09-03,Funkcionális köredzés,17:15-18:15,Gerő Luca,allee
Szerda,2025-09-03,Gerinctorna+stretching.,17:30-18:30,Heiszer Eszter,allee
Csütörtök,2025-09-04,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Csütörtök,2025-09-04,Cross Training,17:15-18:15,Auer Bernadett,allee
Csütörtök,2025-09-04,Pilates.,17:30-18:30,Oli Renáta,allee
Péntek,2025-09-05,Alakformáló,17:00-18:00,Dobos Fanny,allee
Péntek,2025-09-05,Zumba,17:30-18:30,Oli Renáta,allee
Szombat,2025-09-06,Pilates.,17:30-18:30,Reitter Zsófia,allee
Vasárnap,2025-09-07,Hot Iron I,17:00-18:00,Dobos Fanny,allee
Hétfő,2025-09-01,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Hétfő,2025-09-01,DEEPWORK ,18:15-19:15,Reitter Zsófia,allee
Hétfő,2025-09-01,Stretching,18:30-19:30,Kovács Laura,allee
Kedd,2025-09-02,Alakformáló,18:00-19:00,Dobos Fanny,allee
Kedd,2025-09-02,Gerinctorna.,18:30-19:30,Böröcz Anita,allee
Szerda,2025-09-03,Cardio Kick-box,18:00-19:00,Kalamár Eszter,allee
Szerda,2025-09-03,TRX,18:15-19:15,Jónás Gergely,allee
Szerda,2025-09-03,Pilates.,18:30-19:30,Gerő Luca,allee
Csütörtök,2025-09-04,Alakformáló,18:00-19:00,Dobos Fanny,allee
Csütörtök,2025-09-04,TRX köredzés,18:15-19:15,Kárpáti Ildikó HU/EN,allee
Csütörtök,2025-09-04,Gerinctorna.,18:30-19:30,Böröcz Anita,allee
Péntek,2025-09-05,Funkcionális köredzés,18:00-19:00,Vujicsity Viktória,allee
Péntek,2025-09-05,Hot Iron I,18:00-19:00,Dobos Fanny,allee
Vasárnap,2025-09-07,Alakformáló,18:00-19:00,Dobos Fanny,allee
