day,date,sport,time,edző,klub
Hétfő,2026-03-09,TRX köredzés,06:30-07:30,Auer Bernadett,allee
Kedd,2026-03-10,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Szerda,2026-03-11,Stretching,06:30-07:30,Dán Vanda,allee
Csütörtök,2026-03-12,Funkcionális köredzés,06:30-07:30,Dán Vanda,allee
Péntek,2026-03-13,TRX köredzés,06:30-07:30,Auer Bernadett,allee
Kedd,2026-03-10,Pilates,07:00-08:00,Kárpáti Ildikó HU/EN,allee
Csütörtök,2026-03-12,Pilates,07:00-08:00,Kárpáti Ildikó HU/EN,allee
Péntek,2026-03-13,Alakformáló,07:30-08:30,Auer Bernadett,allee
Szombat,2026-03-14,Alakformáló,09:00-10:00,Dobos Fanny HU/EN,allee
Szombat,2026-03-14,Funkcionális köredzés,09:00-10:00,Serrano Gergő HU/EN,allee
Hétfő,2026-03-09,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szerda,2026-03-11,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Péntek,2026-03-13,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Szombat,2026-03-14,Cross Training,10:00-11:00,Serrano Gergő HU/EN,allee
Szombat,2026-03-14,Hot Iron I,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-03-15,Alakformáló,10:00-11:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-03-15,Pilates.,10:00-11:00,Reitter Zsófia,allee
Hétfő,2026-03-09,Senior torna,11:00-12:00,Béres Réka,allee
Kedd,2026-03-10,Stretching.,11:00-12:00,Kovács Laura,allee
Szerda,2026-03-11,Gerinctorna,11:00-12:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-03-12,Senior torna,11:00-12:00,Béres Réka,allee
Péntek,2026-03-13,Gerinctorna+stretching,11:00-12:00,Kovács Laura,allee
Szombat,2026-03-14,Stretching.,11:00-12:00,Dobos Fanny HU/EN,allee
Vasárnap,2026-03-15,Funkcionális köredzés,11:00-12:00,Jónás Gergely,allee
Vasárnap,2026-03-15,KORCE mobility+stability,11:00-12:00,Dobos Fanny HU/EN,allee
Hétfő,2026-03-09,Alakformáló,12:00-13:00,Béres Réka,allee
Kedd,2026-03-10,Alakformáló,12:00-13:00,Kovács Laura,allee
Szerda,2026-03-11,Alakformáló,12:00-13:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-03-12,Alakformáló,12:00-13:00,Béres Réka,allee
Péntek,2026-03-13,Alakformáló,12:00-13:00,Kovács Laura,allee
Kedd,2026-03-10,Alakformáló,16:00-17:00,Dobos Fanny HU/EN,allee
Kedd,2026-03-10,Zumba,16:30-17:30,Oli Renáta,allee
Csütörtök,2026-03-12,Alakformáló,16:00-17:00,Dobos Fanny HU/EN,allee
Csütörtök,2026-03-12,Zumba,16:30-17:30,Oli Renáta,allee
Vasárnap,2026-03-15,Funkcionális köredzés,16:30-17:30,Kárpáti Ildikó HU/EN,allee
Hétfő,2026-03-09,Alakformáló,17:00-18:00,Nagy Vivien,allee
Hétfő,2026-03-09,Cross Training,17:00-18:00,Kalamár Eszter,allee
Hétfő,2026-03-09,Gerinctorna+stretching.,17:30-18:30,Paulovics Adrienn,allee
Kedd,2026-03-10,Hot Iron I,17:00-18:00,Dobos Fanny HU/EN,allee
